0.02,1.12
0.04,1.14
0.06,1.16
0.08,1.18
0.10,1.20
0.12,1.22
0.14,1.24
0.16,1.26
0.18,1.28
0.20,1.30
0.22,1.32
0.24,1.34
0.24,1.36
0.24,1.38
0.24,1.40
0.24,1.42
0.24,1.44
0.24,1.46
0.24,1.48
0.24,1.50
0.24,1.52
0.24,1.54
0.26,1.56
0.28,1.58
0.30,1.60
0.32,1.62
0.34,1.64
0.36,1.66
0.38,1.68
0.40,1.70
0.42,1.70
0.44,1.72
0.46,1.74
0.48,1.76
0.50,1.78
0.52,1.80
0.54,1.82
0.56,1.84
0.58,1.86
0.60,1.88
0.62,1.90
0.64,1.92
0.66,1.94
0.68,1.96
0.70,1.98
0.72,2.00
0.74,2.02
0.76,2.04
0.76,2.06
0.78,2.08
0.80,2.10
0.82,2.12
0.84,2.14
0.86,2.16
0.88,2.18
0.90,2.20
0.92,2.22
0.94,2.24
0.96,2.26
0.98,2.28
1.00,2.30
1.02,2.32
1.04,2.32
1.06,2.32
1.08,2.32
1.10,2.32
1.12,2.34
1.12,2.38
1.14,2.38
1.16,2.38
1.18,2.38
1.20,2.38
1.22,2.38
1.24,2.38
1.26,2.40
1.28,2.42
1.30,2.44
1.32,2.46
1.34,2.46
1.36,2.46
1.38,2.46
1.40,2.46
1.42,2.46
1.44,2.46
1.46,2.48
1.48,2.50
1.50,2.52
1.52,2.54
1.54,2.56
1.56,2.58
1.58,2.60
1.60,2.62
1.62,2.64
1.64,2.66
1.66,2.68
1.68,2.70
1.70,2.72
1.72,2.74
1.74,2.76
1.76,2.78
1.78,2.80
1.80,2.82
1.82,2.84
1.84,2.86
1.86,2.88
1.88,2.90
1.90,2.92
1.92,2.92
1.94,2.94
1.96,2.94
1.98,2.94
2.00,2.94
2.02,2.94
2.04,2.96
2.06,2.98
2.08,3.00
2.10,3.02
2.12,3.04
2.14,3.04
2.16,3.04
2.18,3.04
2.20,3.04
2.22,3.06
2.24,3.08
2.26,3.10
2.28,3.12
2.30,3.12
2.32,3.12
2.34,3.14
2.36,3.16
2.38,3.18
2.40,3.20
2.42,3.22
2.44,3.24
2.46,3.26
2.48,3.28
2.50,3.30
2.52,3.32
2.54,3.34
2.56,3.36
2.58,3.38
2.60,3.38
2.62,3.38
2.64,3.40
2.66,3.42
2.68,3.44
2.70,3.46
2.72,3.48
2.74,3.50
2.76,3.52
2.76,3.54
2.76,3.56
2.76,3.58
2.76,3.60
2.76,3.62
2.76,3.64
2.76,3.66
2.76,3.68
2.76,3.70
2.76,3.72
2.76,3.74
2.76,3.76
2.78,3.78
2.80,3.80
2.82,3.82
2.84,3.84
2.86,3.86
2.88,3.88
2.90,3.90
2.90,3.90
2.92,3.90
2.94,3.90
2.96,3.90
2.98,3.90
3.00,3.90
3.02,3.90
3.04,3.90
3.06,3.90
3.08,3.90
3.10,3.90
3.12,3.90
3.14,3.90
3.16,3.90
3.18,3.90
3.20,3.90
3.22,3.90
3.24,3.90
3.26,3.90
3.28,3.92
3.30,3.94
3.30,3.96
3.30,3.98
3.30,4.00
3.30,4.02
3.30,4.04
3.30,4.06
3.30,4.08
3.32,4.10
3.34,4.12
3.36,4.14
3.38,4.16
3.40,4.18
3.42,4.18
3.44,4.18
3.46,4.18
3.48,4.18
3.50,4.20
3.50,4.22
3.52,4.24
3.54,4.26
3.56,4.28
3.58,4.30
3.58,4.32
3.60,4.34
3.62,4.36
3.64,4.38
3.66,4.40
3.68,4.42
3.70,4.44
3.72,4.46
3.74,4.48
3.76,4.50
3.78,4.52
3.80,4.54
3.82,4.56
3.84,4.58
3.86,4.60
3.88,4.62
3.88,4.64
3.90,4.66
3.92,4.68
3.94,4.70
3.96,4.72
3.98,4.74
4.00,4.76
4.02,4.78
4.04,4.80
4.06,4.82
4.08,4.84
4.10,4.86
4.12,4.88
4.14,4.90
4.16,4.92
4.18,4.94
4.20,4.96
4.22,4.96
4.24,4.96
4.26,4.98
4.28,5.00
4.30,5.02
4.32,5.04
4.34,5.06
4.36,5.08
4.38,5.08
4.40,5.08
4.42,5.10
4.44,5.12
4.46,5.14
4.48,5.16
4.50,5.18
4.52,5.18
4.54,5.20
4.54,5.22
4.54,5.24
4.54,5.26
4.54,5.28
4.56,5.30
4.58,5.32
4.60,5.34
4.62,5.36
4.64,5.38
4.66,5.40
4.68,5.42
4.70,5.44
4.72,5.46
4.74,5.48
4.76,5.50
4.78,5.52
4.80,5.54
4.82,5.56
4.84,5.58
4.86,5.60
4.88,5.62
4.90,5.64
4.92,5.66
4.94,5.68
4.96,5.70
4.98,5.72
5.00,5.72
5.00,5.72
5.02,5.74
5.04,5.76
5.06,5.78
5.08,5.80
5.10,5.82
5.12,5.84
5.14,5.86
5.16,5.88
5.18,5.90
5.20,5.92
5.22,5.94
5.24,5.96
5.26,5.98
5.28,6.00
5.30,6.02
5.32,6.02
5.34,6.02
5.36,6.02
5.38,6.04
5.40,6.06
5.42,6.08
5.44,6.10
5.46,6.12
5.48,6.14
5.50,6.16
5.52,6.18
5.54,6.20
5.54,6.22
5.56,6.24
5.58,6.26
5.60,6.28
5.60,6.28
5.62,6.30
5.62,6.32
5.62,6.34
5.62,6.36
5.62,6.38
5.62,6.40
5.62,6.42
5.62,6.44
5.62,6.46
5.62,6.48
5.64,6.50
5.66,6.52
5.68,6.54
5.70,6.56
5.72,6.58
5.74,6.60
5.76,6.62
5.78,6.64
5.80,6.66
5.82,6.68
5.84,6.70
5.86,6.72
5.88,6.74
5.90,6.76
5.92,6.78
5.94,6.80
5.96,6.82
5.96,6.82
5.98,6.84
6.00,6.86
6.02,6.86
6.04,6.86
6.06,6.86
6.08,6.88
6.10,6.88
6.12,6.88
6.14,6.88
6.16,6.88
6.18,6.88
6.20,6.88
6.22,6.88
6.24,6.88
6.26,6.88
6.28,6.88
6.30,6.90
6.32,6.92
6.34,6.94
6.36,6.96
6.38,6.98
6.40,7.00
6.42,7.02
6.44,7.04
6.46,7.06
